,study,subj,run,state,instruction,cot,errors,ipt,ed,pd,pd_ed,streets,turns,sum_deviation,sum_target_deviation,segment_pdist,segment_edist,pdist_to_dest,edist_to_dest,turn,start,goal,rt,rt_mode,rt_log,cot_log,ipt_log,cot_total,cot_log_total,state_ix,H,degree,H_total,N_dis_avg,N_dis_start,N_dis_sym_start,N_dis_goal,N_dis_sym_goal,TH_dis,rt_z,rt_log_z,cot_z,cot_log_z,ipt_z,ipt_log_z,cot_log_total_z,ed_z,pd_z,pd_ed_z,segment_pdist_z,segment_edist_z,pdist_to_dest_z,edist_to_dest_z,degree_z,sum_deviation_z,sum_target_deviation_z,H_z,H_total_z,N_dis_avg_z,N_dis_start_z,N_dis_goal_z,N_dis_sym_start_z,N_dis_sym_goal_z,TH_dis_z,rt_speed,step,steps
1736,2,214,8,9791494,regent street,1.4,0.0,21.0,1375.268833,2440.124,1.774288736,12,11,931.1753748,1807.258445,1385.319,1160.671773,160.337,126.5900427,0.0,107715,9521022,1.4,cot,0.3364722366212129,0.3364722366212129,3.044522437723423,14.6,-4.583685992924286,1735,0.6931471805599453,0,4.1588830833596715,0.41701187502743603,0.4170118760735081,1.0000022768073187,0.4170118760332091,1.000031969359531,0.28905060543528355,-0.12745411132681625,0.47356136000131926,-0.11423028919903493,0.49798256138290325,-0.6655678579148598,-0.21231019080899208,-0.2172669462520951,-0.9992467982473784,-1.0183848947271366,-0.0016473768348754644,0.5665413386387789,0.5772181239867739,-1.0606067320088488,-1.0574285014351357,,-0.8420419756090872,-0.8396858874772257,-0.031431968309649005,-0.6112639422183549,0.022786491173514053,-0.06811831075261868,0.001675958220868114,0.0614656051200896,0.039138966247273005,-0.03143192060495358,slow,7,6
1737,2,214,8,2047806092,great marlborough street,0.1,0.0,21.0,1375.268833,2440.124,1.774288736,12,11,931.1753748,1807.258445,9.366,9.366083146,150.971,117.7677969,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,3.044522437723423,14.6,-4.583685992924286,19371,0.6931471805599453,0,4.1588830833596715,0.41701187639720755,0.4170118760411918,0.9999584647565976,0.41701187605450313,0.9999881562679174,0.2890506063847368,-0.7712002205387721,-1.3098119220139466,-0.7493600030755454,-1.277633902897843,-0.6655678579148598,-0.21231019080899208,-0.2172669462520951,-0.9992467982473784,-1.0183848947271366,-0.0016473768348754644,-0.5234030573548587,-0.5325186013651187,-1.0635215256854949,-1.0612532366799399,,-0.8420419756090872,-0.8396858874772257,-0.031431968309649005,-0.6112639422183549,0.030030805007045684,-0.06811902818935012,0.0016760372777672586,0.05859499818414458,0.03627028176949493,-0.031431916529169386,fast,22,6
1738,2,215,8,25471100,Exeter street,,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,62.745,62.74509401,2144.209,1330.220578,,107715,9521022,1.8,ipt,0.5877866649021191,,0.5877866649021191,25.8,-10.74392049374746,43144,1.0986122886681096,0,11.325920960271892,0.41701185488896547,0.4170118765577121,1.0003126041560864,0.4170118757201466,1.0003423020552766,0.45813434830129995,0.2508406758412206,0.7362537221073132,,,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.4811195331983327,-0.48106688941687814,-0.4432057539098518,-0.5356148686655137,,-0.8881680927152353,-0.9508152827764964,0.6944056476634518,1.0903661884547224,-0.08371988517091981,-0.0681075612061874,0.0016747959344771324,0.08179854606038621,0.05945815748544731,0.6944056665020564,slow,9,16
1739,2,215,8,1614846702,burleigh street,2.9,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,44.374,44.37013768,2099.835,1286.945262,0.0,107715,9521022,2.9,cot,1.0647107369924282,1.0647107369924282,0.5877866649021191,25.8,-10.74392049374746,43145,0.0,0,11.325920960271892,0.41701187269978807,0.4170118761284229,0.9999336857785728,0.41701187599702444,0.9999633758523497,0.0,0.9816002703010306,1.0520835097611088,0.9872995213150029,1.0892830694611646,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.4956718969046505,-0.498778400830258,-0.457015390318937,-0.5543761489661875,,-0.8881680927152353,-0.9508152827764964,-1.2722595685032863,1.0903661884547224,0.010476253945673397,-0.06811709161951478,0.0016758238804646642,0.05697145614461958,0.034647771444985175,-1.2722596338122318,slow,10,16
1742,2,215,8,5932959891,cranbourn street,1.3,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,143.35,143.2394214,1583.26,885.7276105,0.0,107715,9521022,1.3,cot,0.26236426446749106,0.26236426446749106,0.5877866649021191,25.8,-10.74392049374746,1367,0.0,0,11.325920960271892,0.41701187009113405,0.41701187618999935,1.000000805431188,0.4170118759564713,1.000030497002564,0.0,-0.08132277618596578,0.5207517299839315,-0.05570597539232278,0.5617489834539157,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.4172692650285136,-0.40347888470675675,-0.6177787411104646,-0.7283172663775439,,-0.8881680927152353,-0.9508152827764964,-1.2722595685032863,1.0903661884547224,-0.0033201406454089915,-0.06811572459431886,0.0016756733216073648,0.06136919916655199,0.039042562925310005,-1.2722596338122318,slow,11,16
1743,2,215,8,107790,charing cross road,0.1,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,103.513,102.9977872,1479.747,816.5866474,0.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,0.5877866649021191,25.8,-10.74392049374746,1364,0.6931471805599453,0,11.325920960271892,0.4170118755106182,0.41701187606211076,1.000001716903435,0.41701187604072043,1.0000314095307286,0.2890506057701999,-0.8785150610512131,-1.1778151034310536,-0.837960097922817,-1.124677343922127,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.44882565896289833,-0.44226755721438576,-0.6499930308660343,-0.7582921598936917,,-0.8881680927152353,-0.9508152827764964,-0.031431968309649005,1.0903661884547224,0.025341897798319843,-0.06811856377840708,0.001675986107664318,0.06142891968889976,0.039102311171436366,-0.031431919167234694,fast,12,16
1744,2,215,8,107792,shaftsbury avenue,3.7,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,225.735,223.0043365,1254.012,721.343502,1.0,107715,9521022,3.7,cot,1.308332819650179,1.308332819650179,0.5877866649021191,25.8,-10.74392049374746,1371,1.3862943611198906,0,11.325920960271892,0.41701179440339614,0.4170118779756062,0.9999882188695279,0.4170118747798599,1.000017895700784,0.5781010991019152,1.513061793544529,1.213415501866978,1.508802269668666,1.2494619411917245,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.35200899155700993,-0.32659395617637577,-0.7202440398984603,-0.7995832124550926,,-0.8881680927152353,-0.9508152827764964,1.2093956318839882,1.0903661884547224,-0.40361005717134085,-0.06807608332098802,0.0016713049946715398,0.060544515760815674,0.038217486276188366,1.20939531280523,slow,13,16
1745,2,215,8,9512924,wardour street,0.1,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,282.182,280.5117559,971.83,540.5276553,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,0.5877866649021191,25.8,-10.74392049374746,1406,0.0,0,11.325920960271892,0.4170118757492238,0.4170118760564793,1.000002544462488,0.4170118760444298,1.000032237159656,0.0,-0.8785150610512131,-1.1778151034310536,-0.837960097922817,-1.124677343922127,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.3072951885996031,-0.2711628957284014,-0.8080619247226483,-0.8779728603260027,,-0.8881680927152353,-0.9508152827764964,-1.2722595685032863,1.0903661884547224,0.026603811979581456,-0.06811868879889821,0.0016759998791812268,0.061483142139538906,0.03915650059678679,-1.2722596338122318,fast,14,16
1746,2,215,8,9521022,noel street,0.1,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,444.033,441.1963073,527.797,323.3672988,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,0.5877866649021191,25.8,-10.74392049374746,1753,1.0986122886681096,0,11.325920960271892,0.41701187550822066,0.41701187606210466,1.000001375968192,0.4170118760407231,1.000031068585405,0.4581343709538671,-0.8785150610512131,-1.1778151034310536,-0.837960097922817,-1.124677343922127,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.1790868919237964,-0.11628000975231736,-0.9462494733690487,-0.9721190548561767,,-0.8881680927152353,-0.9508152827764964,0.6944056476634518,1.0903661884547224,0.02532921799366779,-0.06811856391396806,0.0016759861175567607,0.06140658128983048,0.03907998760280978,0.6944057637443128,fast,15,16
1747,2,215,8,9521025,great marlborough street,0.1,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,137.941,134.3501783,389.856,190.5718175,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,0.5877866649021191,25.8,-10.74392049374746,19189,1.3862943611198906,0,11.325920960271892,0.41701187536223894,0.4170118760656094,1.0000317260245977,0.4169990702947602,1.0,0.5781012113347025,-0.8785150610512131,-1.1778151034310536,-0.837960097922817,-1.124677343922127,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.42155393844245254,-0.4120471734033077,-0.9891781040064859,-1.0296902866256266,,-0.8881680927152353,-0.9508152827764964,1.2093956318839882,1.0903661884547224,0.02455716409417157,-0.06811848610689906,-0.04586705494123651,0.06339514564576167,0.03704575615701439,1.209395794594751,fast,16,16
1748,2,215,8,25471100,Exeter street,,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,62.745,62.74509401,2144.209,1330.220578,,107715,9521022,1.8,ipt,0.5877866649021191,,0.5877866649021191,25.8,-10.74392049374746,43144,1.0986122886681096,0,11.325920960271892,0.41701185488896547,0.4170118765577121,1.0003126041560864,0.4170118757201466,1.0003423020552766,0.45813434830129995,0.2508406758412206,0.7362537221073132,,,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.4811195331983327,-0.48106688941687814,-0.4432057539098518,-0.5356148686655137,,-0.8881680927152353,-0.9508152827764964,0.6944056476634518,1.0903661884547224,-0.08371988517091981,-0.0681075612061874,0.0016747959344771324,0.08179854606038621,0.05945815748544731,0.6944056665020564,slow,9,16
1749,2,215,8,1614846702,burleigh street,2.9,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,44.374,44.37013768,2099.835,1286.945262,0.0,107715,9521022,2.9,cot,1.0647107369924282,1.0647107369924282,0.5877866649021191,25.8,-10.74392049374746,43145,0.0,0,11.325920960271892,0.41701187269978807,0.4170118761284229,0.9999336857785728,0.41701187599702444,0.9999633758523497,0.0,0.9816002703010306,1.0520835097611088,0.9872995213150029,1.0892830694611646,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.4956718969046505,-0.498778400830258,-0.457015390318937,-0.5543761489661875,,-0.8881680927152353,-0.9508152827764964,-1.2722595685032863,1.0903661884547224,0.010476253945673397,-0.06811709161951478,0.0016758238804646642,0.05697145614461958,0.034647771444985175,-1.2722596338122318,slow,10,16
1752,2,215,8,5932959891,cranbourn street,1.3,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,143.35,143.2394214,1583.26,885.7276105,0.0,107715,9521022,1.3,cot,0.26236426446749106,0.26236426446749106,0.5877866649021191,25.8,-10.74392049374746,1367,0.0,0,11.325920960271892,0.41701187009113405,0.41701187618999935,1.000000805431188,0.4170118759564713,1.000030497002564,0.0,-0.08132277618596578,0.5207517299839315,-0.05570597539232278,0.5617489834539157,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.4172692650285136,-0.40347888470675675,-0.6177787411104646,-0.7283172663775439,,-0.8881680927152353,-0.9508152827764964,-1.2722595685032863,1.0903661884547224,-0.0033201406454089915,-0.06811572459431886,0.0016756733216073648,0.06136919916655199,0.039042562925310005,-1.2722596338122318,slow,11,16
1753,2,215,8,107790,charing cross road,0.1,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,103.513,102.9977872,1479.747,816.5866474,0.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,0.5877866649021191,25.8,-10.74392049374746,1364,0.6931471805599453,0,11.325920960271892,0.4170118755106182,0.41701187606211076,1.000001716903435,0.41701187604072043,1.0000314095307286,0.2890506057701999,-0.8785150610512131,-1.1778151034310536,-0.837960097922817,-1.124677343922127,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.44882565896289833,-0.44226755721438576,-0.6499930308660343,-0.7582921598936917,,-0.8881680927152353,-0.9508152827764964,-0.031431968309649005,1.0903661884547224,0.025341897798319843,-0.06811856377840708,0.001675986107664318,0.06142891968889976,0.039102311171436366,-0.031431919167234694,fast,12,16
1754,2,215,8,107792,shaftsbury avenue,3.7,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,225.735,223.0043365,1254.012,721.343502,1.0,107715,9521022,3.7,cot,1.308332819650179,1.308332819650179,0.5877866649021191,25.8,-10.74392049374746,1371,1.3862943611198906,0,11.325920960271892,0.41701179440339614,0.4170118779756062,0.9999882188695279,0.4170118747798599,1.000017895700784,0.5781010991019152,1.513061793544529,1.213415501866978,1.508802269668666,1.2494619411917245,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.35200899155700993,-0.32659395617637577,-0.7202440398984603,-0.7995832124550926,,-0.8881680927152353,-0.9508152827764964,1.2093956318839882,1.0903661884547224,-0.40361005717134085,-0.06807608332098802,0.0016713049946715398,0.060544515760815674,0.038217486276188366,1.20939531280523,slow,13,16
1755,2,215,8,9512924,wardour street,0.1,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,282.182,280.5117559,971.83,540.5276553,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,0.5877866649021191,25.8,-10.74392049374746,1406,0.0,0,11.325920960271892,0.4170118757492238,0.4170118760564793,1.000002544462488,0.4170118760444298,1.000032237159656,0.0,-0.8785150610512131,-1.1778151034310536,-0.837960097922817,-1.124677343922127,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.3072951885996031,-0.2711628957284014,-0.8080619247226483,-0.8779728603260027,,-0.8881680927152353,-0.9508152827764964,-1.2722595685032863,1.0903661884547224,0.026603811979581456,-0.06811868879889821,0.0016759998791812268,0.061483142139538906,0.03915650059678679,-1.2722596338122318,fast,14,16
1756,2,215,8,9521022,noel street,0.1,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,444.033,441.1963073,527.797,323.3672988,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,0.5877866649021191,25.8,-10.74392049374746,1753,1.0986122886681096,0,11.325920960271892,0.41701187550822066,0.41701187606210466,1.000001375968192,0.4170118760407231,1.000031068585405,0.4581343709538671,-0.8785150610512131,-1.1778151034310536,-0.837960097922817,-1.124677343922127,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.1790868919237964,-0.11628000975231736,-0.9462494733690487,-0.9721190548561767,,-0.8881680927152353,-0.9508152827764964,0.6944056476634518,1.0903661884547224,0.02532921799366779,-0.06811856391396806,0.0016759861175567607,0.06140658128983048,0.03907998760280978,0.6944057637443128,fast,15,16
1757,2,215,8,9521025,great marlborough street,0.1,0.0,1.8,1375.268833,2206.954,1.604743703,15,8,874.4783263,1464.334761,137.941,134.3501783,389.856,190.5718175,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,0.5877866649021191,25.8,-10.74392049374746,19189,1.3862943611198906,0,11.325920960271892,0.41701187536223894,0.4170118760656094,1.0000317260245977,0.4169990702947602,1.0,0.5781012113347025,-0.8785150610512131,-1.1778151034310536,-0.837960097922817,-1.124677343922127,-1.0775268970623,-1.3326570403521092,-0.6391699862150798,-0.9992467982473784,-1.0707615844529752,-0.1067519667107023,-0.42155393844245254,-0.4120471734033077,-0.9891781040064859,-1.0296902866256266,,-0.8881680927152353,-0.9508152827764964,1.2093956318839882,1.0903661884547224,0.02455716409417157,-0.06811848610689906,-0.04586705494123651,0.06339514564576167,0.03704575615701439,1.209395794594751,fast,16,16
1762,2,217,8,109836,Wellington street,0.1,0.0,20.7,1375.268833,3280.003,2.384990426,19,12,1313.603265,2228.605064,-447.527,309.8890168,2253.366,1271.447419,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,3.0301337002713233,25.599999999999998,-18.44019968208924,3210,1.3862943611198906,0,10.514990744055563,0.41701181802107357,0.4170118774184254,0.9968279445106317,0.4170118751470109,0.9968575320225858,0.5781011318429683,-0.6785123102163094,-1.4046505210561004,-0.7708848535779779,-1.3950527686155505,0.6252123806528677,0.5813178034584491,-1.2163012893759733,-0.9992467982473784,-0.8297239100796783,0.37693965416310354,-0.8853252777495386,-0.2428463282013979,-0.40923499442216693,-0.5610949763129094,,-0.5309161919093869,-0.7031424022484183,1.2093956318839882,0.8978315160439435,-0.2787031913310191,-0.06808845298495175,0.001672668091674323,-0.14651964455164007,-0.1687089344323785,1.2093954533550344,fast,35,12
1765,2,217,8,21665585,Little Newport street,2.3,0.0,20.7,1375.268833,3280.003,2.384990426,19,12,1313.603265,2228.605064,287.813,224.5546555,1438.797,804.5385689,0.0,107715,9521022,2.3,cot,0.8329091229351039,0.8329091229351039,3.0301337002713233,25.599999999999998,-18.44019968208924,1366,0.0,0,10.514990744055563,0.4170118507901454,0.41701187664527695,0.9999929960126316,0.4170118756564259,1.000022683688886,0.0,0.2710890921345226,0.851971772014008,0.5707362506206132,0.9731401902977173,0.6252123806528677,0.5813178034584491,-1.2163012893759733,-0.9992467982473784,-0.8297239100796783,0.37693965416310354,-0.30283466059185854,-0.32509961288816625,-0.662737083936572,-0.7635154002698687,,-0.5309161919093869,-0.7031424022484183,-1.2722595685032863,0.8978315160439435,-0.10539732441568975,-0.06810561722732869,0.0016745593628907643,0.06085751868812972,0.03853098223463639,-1.2722596338122318,slow,20,12
1766,2,217,8,107792,Charing Cross road,1.3,0.0,20.7,1375.268833,3280.003,2.384990426,19,12,1313.603265,2228.605064,184.785,183.561348,1254.012,721.343502,0.0,107715,9521022,1.3,cot,0.26236426446749106,0.26236426446749106,3.0301337002713233,25.599999999999998,-18.44019968208924,1371,1.3862943611198906,0,10.514990744055563,0.41701179440339614,0.4170118779756062,0.9999882188695279,0.4170118747798599,1.000017895700784,0.5781010991019152,-0.16054790893403734,0.4413493443680952,-0.03909152401510992,0.5422159966880108,0.6252123806528677,0.5813178034584491,-1.2163012893759733,-0.9992467982473784,-0.8297239100796783,0.37693965416310354,-0.3844470348738525,-0.364612818831031,-0.7202440398984603,-0.7995832124550926,,-0.5309161919093869,-0.7031424022484183,1.2093956318839882,0.8978315160439435,-0.40361005717134085,-0.06807608332098802,0.0016713049946715398,0.060544515760815674,0.038217486276188366,1.20939531280523,slow,13,12
