,study,subj,run,state,instruction,cot,errors,ipt,ed,pd,pd_ed,streets,turns,sum_deviation,sum_target_deviation,segment_pdist,segment_edist,pdist_to_dest,edist_to_dest,turn,start,goal,rt,rt_mode,rt_log,cot_log,ipt_log,cot_total,cot_log_total,state_ix,H,degree,H_total,N_dis_avg,N_dis_start,N_dis_sym_start,N_dis_goal,N_dis_sym_goal,TH_dis,rt_z,rt_log_z,cot_z,cot_log_z,ipt_z,ipt_log_z,cot_log_total_z,ed_z,pd_z,pd_ed_z,segment_pdist_z,segment_edist_z,pdist_to_dest_z,edist_to_dest_z,degree_z,sum_deviation_z,sum_target_deviation_z,H_z,H_total_z,N_dis_avg_z,N_dis_start_z,N_dis_goal_z,N_dis_sym_start_z,N_dis_sym_goal_z,TH_dis_z,rt_speed,step,steps
1688,2,210,8,25471098,Wellington street,1.6,0.0,24.9,1375.268833,2731.453,1.986122956,18,14,1256.074201,2277.878773,74.09,67.88835048,2217.548,1375.268833,1.0,107715,9521022,1.6,cot,0.47000362924573563,0.47000362924573563,3.214867803470662,39.1,-2.7826589555421433,43141,1.3862943611198906,0,10.227308671603781,0.41701187391377503,0.417011876101213,1.0000125878304646,0.41701187601589684,1.0000422804705809,0.5781012093267052,-0.16784096848645857,0.511255919601306,-0.16784096848645857,0.511255919601306,0.5221443500288636,0.45560395040750096,0.5501143885147802,-0.9992467982473784,-0.9529440205103036,0.1296731839671959,-0.47213272974461895,-0.47610933501324576,-0.4203819173252322,-0.5160849606895388,,-0.5777191986491663,-0.6871745419319456,1.2093956318839882,0.8295287540178927,0.01689666965504765,-0.06811769569153402,0.00167589394678206,0.06214119309354274,0.039814091492446045,1.209395785974881,slow,17,13
1689,2,210,8,1614846711,Tavistock street,2.7,0.0,24.9,1375.268833,2731.453,1.986122956,18,14,1256.074201,2277.878773,48.093,48.09301164,2169.455,1332.102218,0.0,107715,9521022,2.7,cot,0.9932517730102834,0.9932517730102834,3.214867803470662,39.1,-2.7826589555421433,43142,0.0,0,10.227308671603781,0.4170118768481714,0.4170118759722914,1.0000293915342746,0.4170118760615033,1.0000590855165952,0.0,0.2380722957254726,0.8276360175193622,0.2380722957254726,0.8276360175193622,0.5221443500288636,0.45560395040750096,0.5501143885147802,-0.9992467982473784,-0.9529440205103036,0.1296731839671959,-0.4927259363895019,-0.495189944702857,-0.43534894404858687,-0.5347991155127242,,-0.5777191986491663,-0.6871745419319456,-1.2722595685032863,0.8295287540178927,0.03241581872003349,-0.06812055780884176,0.0016760632668631889,0.06324218763528397,0.04091441043534915,-1.2722596338122318,slow,19,13
1693,2,210,8,5932959891,Garrick street,0.1,0.0,24.9,1375.268833,2731.453,1.986122956,18,14,1256.074201,2277.878773,143.35,143.2394214,1583.26,885.7276105,0.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,3.214867803470662,39.1,-2.7826589555421433,1367,0.0,0,10.227308671603781,0.41701187009113405,0.41701187618999935,1.000000805431188,0.4170118759564713,1.000030497002564,0.0,-0.7213590560481828,-1.1651798248577143,-0.7213590560481828,-1.1651798248577143,0.5221443500288636,0.45560395040750096,0.5501143885147802,-0.9992467982473784,-0.9529440205103036,0.1296731839671959,-0.4172692650285136,-0.40347888470675675,-0.6177787411104646,-0.7283172663775439,,-0.5777191986491663,-0.6871745419319456,-1.2722595685032863,0.8295287540178927,-0.0033201406454089915,-0.06811572459431886,0.0016756733216073648,0.06136919916655199,0.039042562925310005,-1.2722596338122318,fast,11,13
1694,2,210,8,5932959891,Cranbourn street,3.0,0.0,24.9,1375.268833,2731.453,1.986122956,18,14,1256.074201,2277.878773,0.0,143.2394214,1583.26,885.7276105,0.0,107715,9521022,3.0,cot,1.0986122886681098,1.0986122886681098,3.214867803470662,39.1,-2.7826589555421433,1367,0.0,0,10.227308671603781,0.41701187009113405,0.41701187618999935,1.000000805431188,0.4170118759564713,1.000030497002564,0.0,0.34877591323781737,0.8913418722992689,0.34877591323781737,0.8913418722992689,0.5221443500288636,0.45560395040750096,0.5501143885147802,-0.9992467982473784,-0.9529440205103036,0.1296731839671959,-0.5308222200827108,-0.40347888470675675,-0.6177787411104646,-0.7283172663775439,,-0.5777191986491663,-0.6871745419319456,-1.2722595685032863,0.8295287540178927,-0.0033201406454089915,-0.06811572459431886,0.0016756733216073648,0.06136919916655199,0.039042562925310005,-1.2722596338122318,slow,11,13
1695,2,210,8,107790,Charing Cross road,0.1,0.0,24.9,1375.268833,2731.453,1.986122956,18,14,1256.074201,2277.878773,103.513,102.9977872,1479.747,816.5866474,0.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,3.214867803470662,39.1,-2.7826589555421433,1364,0.6931471805599453,0,10.227308671603781,0.4170118755106182,0.41701187606211076,1.000001716903435,0.41701187604072043,1.0000314095307286,0.2890506057701999,-0.7213590560481828,-1.1651798248577143,-0.7213590560481828,-1.1651798248577143,0.5221443500288636,0.45560395040750096,0.5501143885147802,-0.9992467982473784,-0.9529440205103036,0.1296731839671959,-0.44882565896289833,-0.44226755721438576,-0.6499930308660343,-0.7582921598936917,,-0.5777191986491663,-0.6871745419319456,-0.031431968309649005,0.8295287540178927,0.025341897798319843,-0.06811856377840708,0.001675986107664318,0.06142891968889976,0.039102311171436366,-0.031431919167234694,fast,12,13
1696,2,210,8,107792,Shaftsbury avenue,7.6,0.0,24.9,1375.268833,2731.453,1.986122956,18,14,1256.074201,2277.878773,225.735,223.0043365,1254.012,721.343502,1.0,107715,9521022,7.6,cot,2.028148247292285,2.028148247292285,3.214867803470662,39.1,-2.7826589555421433,1371,1.3862943611198906,0,10.227308671603781,0.41701179440339614,0.4170118779756062,0.9999882188695279,0.4170118747798599,1.000017895700784,0.5781010991019152,2.0462313817604385,1.453382428223734,2.0462313817604385,1.453382428223734,0.5221443500288636,0.45560395040750096,0.5501143885147802,-0.9992467982473784,-0.9529440205103036,0.1296731839671959,-0.35200899155700993,-0.32659395617637577,-0.7202440398984603,-0.7995832124550926,,-0.5777191986491663,-0.6871745419319456,1.2093956318839882,0.8295287540178927,-0.40361005717134085,-0.06807608332098802,0.0016713049946715398,0.060544515760815674,0.038217486276188366,1.20939531280523,slow,13,13
1697,2,210,8,9512924,Wardour street,0.4,0.0,24.9,1375.268833,2731.453,1.986122956,18,14,1256.074201,2277.878773,282.182,280.5117559,971.83,540.5276553,1.0,107715,9521022,0.4,cot,-0.916290731874155,-0.916290731874155,3.214867803470662,39.1,-2.7826589555421433,1406,0.0,0,10.227308671603781,0.4170118757492238,0.4170118760564793,1.000002544462488,0.4170118760444298,1.000032237159656,0.0,-0.610655438535838,-0.32696195262820427,-0.610655438535838,-0.32696195262820427,0.5221443500288636,0.45560395040750096,0.5501143885147802,-0.9992467982473784,-0.9529440205103036,0.1296731839671959,-0.3072951885996031,-0.2711628957284014,-0.8080619247226483,-0.8779728603260027,,-0.5777191986491663,-0.6871745419319456,-1.2722595685032863,0.8295287540178927,0.026603811979581456,-0.06811868879889821,0.0016759998791812268,0.061483142139538906,0.03915650059678679,-1.2722596338122318,fast,14,13
1698,2,210,8,9521022,Noel street,1.0,0.0,24.9,1375.268833,2731.453,1.986122956,18,14,1256.074201,2277.878773,444.033,441.1963073,527.797,323.3672988,1.0,107715,9521022,1.0,cot,0.0,0.0,3.214867803470662,39.1,-2.7826589555421433,1753,1.0986122886681096,0,10.227308671603781,0.41701187550822066,0.41701187606210466,1.000001375968192,0.4170118760407231,1.000031068585405,0.4581343709538671,-0.3892482035111483,0.22706992484024324,-0.3892482035111483,0.22706992484024324,0.5221443500288636,0.45560395040750096,0.5501143885147802,-0.9992467982473784,-0.9529440205103036,0.1296731839671959,-0.1790868919237964,-0.11628000975231736,-0.9462494733690487,-0.9721190548561767,,-0.5777191986491663,-0.6871745419319456,0.6944056476634518,0.8295287540178927,0.02532921799366779,-0.06811856391396806,0.0016759861175567607,0.06140658128983048,0.03907998760280978,0.6944057637443128,slow,15,13
1699,2,210,8,9521025,Great Marlborough street,0.4,0.0,24.9,1375.268833,2731.453,1.986122956,18,14,1256.074201,2277.878773,137.941,134.3501783,389.856,190.5718175,1.0,107715,9521022,0.4,cot,-0.916290731874155,-0.916290731874155,3.214867803470662,39.1,-2.7826589555421433,19189,1.3862943611198906,0,10.227308671603781,0.41701187536223894,0.4170118760656094,1.0000317260245977,0.4169990702947602,1.0,0.5781012113347025,-0.610655438535838,-0.32696195262820427,-0.610655438535838,-0.32696195262820427,0.5221443500288636,0.45560395040750096,0.5501143885147802,-0.9992467982473784,-0.9529440205103036,0.1296731839671959,-0.42155393844245254,-0.4120471734033077,-0.9891781040064859,-1.0296902866256266,,-0.5777191986491663,-0.6871745419319456,1.2093956318839882,0.8295287540178927,0.02455716409417157,-0.06811848610689906,-0.04586705494123651,0.06339514564576167,0.03704575615701439,1.209395794594751,fast,16,13
1700,2,212,8,25471100,Exeter street,,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,62.745,62.74509401,2568.335,1330.220578,,107715,9521022,9.0,ipt,2.1972245773362196,,2.1972245773362196,30.400000000000002,-15.748836932376792,43144,1.0986122886681096,0,11.32592096027189,0.41701185488896547,0.4170118765577121,1.0003126041560864,0.4170118757201466,1.0003423020552766,0.45813434830129995,2.660505256279068,1.6485378985594386,,,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.4811195331983327,-0.48106688941687814,-0.3112134644691946,-0.5356148686655137,,-0.5824770795181132,-0.7891516785247042,0.6944056476634518,1.090366188454722,-0.08371988517091981,-0.0681075612061874,0.0016747959344771324,0.08179854606038621,0.05945815748544731,0.6944056665020564,slow,9,16
1701,2,212,8,1614846702,Burleigh street,2.3,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,44.374,44.37013768,2523.961,1286.945262,0.0,107715,9521022,2.3,cot,0.8329091229351039,0.8329091229351039,2.1972245773362196,30.400000000000002,-15.748836932376792,43145,0.0,0,11.32592096027189,0.41701187269978807,0.4170118761284229,0.9999336857785728,0.41701187599702444,0.9999633758523497,0.0,0.07855530840266858,0.6177289992010881,0.43633707514342057,0.7898045781132788,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.4956718969046505,-0.498778400830258,-0.32502310087828,-0.5543761489661875,,-0.5824770795181132,-0.7891516785247042,-1.2722595685032863,1.090366188454722,0.010476253945673397,-0.06811709161951478,0.0016758238804646642,0.05697145614461958,0.034647771444985175,-1.2722596338122318,slow,10,16
1707,2,212,8,5932959891,Cranbourn street,2.2,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,143.35,143.2394214,1583.26,885.7276105,0.0,107715,9521022,2.2,cot,0.7884573603642703,0.7884573603642703,2.1972245773362196,30.400000000000002,-15.748836932376792,1367,0.0,0,11.32592096027189,0.41701187009113405,0.41701187618999935,1.000000805431188,0.4170118759564713,1.000030497002564,0.0,0.04001874201645381,0.5841434583334202,0.37566544374252614,0.753595153300598,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.4172692650285136,-0.40347888470675675,-0.6177787411104646,-0.7283172663775439,,-0.5824770795181132,-0.7891516785247042,-1.2722595685032863,1.090366188454722,-0.0033201406454089915,-0.06811572459431886,0.0016756733216073648,0.06136919916655199,0.039042562925310005,-1.2722596338122318,slow,11,16
1708,2,212,8,107790,Charing Cross road,0.1,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,103.513,102.9977872,1479.747,816.5866474,0.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.1972245773362196,30.400000000000002,-15.748836932376792,1364,0.6931471805599453,0,11.32592096027189,0.4170118755106182,0.41701187606211076,1.000001716903435,0.41701187604072043,1.0000314095307286,0.2890506057701999,-0.7692491520940595,-1.7512944779134263,-0.898438815676262,-1.7642998149659677,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.44882565896289833,-0.44226755721438576,-0.6499930308660343,-0.7582921598936917,,-0.5824770795181132,-0.7891516785247042,-0.031431968309649005,1.090366188454722,0.025341897798319843,-0.06811856377840708,0.001675986107664318,0.06142891968889976,0.039102311171436366,-0.031431919167234694,fast,12,16
1709,2,212,8,107792,Shaftsbury avenue,0.9,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,225.735,223.0043365,1254.012,721.343502,1.0,107715,9521022,0.9,cot,-0.10536051565782628,-0.10536051565782628,2.1972245773362196,30.400000000000002,-15.748836932376792,1371,1.3862943611198906,0,11.32592096027189,0.41701179440339614,0.4170118779756062,0.9999882188695279,0.4170118747798599,1.000017895700784,0.5781010991019152,-0.4609566210043402,-0.09118087229478994,-0.4130657644691047,0.02551083658808935,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.35200899155700993,-0.32659395617637577,-0.7202440398984603,-0.7995832124550926,,-0.5824770795181132,-0.7891516785247042,1.2093956318839882,1.090366188454722,-0.40361005717134085,-0.06807608332098802,0.0016713049946715398,0.060544515760815674,0.038217486276188366,1.20939531280523,fast,13,16
1710,2,212,8,9512924,Wardour street,1.6,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,282.182,280.5117559,971.83,540.5276553,1.0,107715,9521022,1.6,cot,0.47000362924573563,0.47000362924573563,2.1972245773362196,30.400000000000002,-15.748836932376792,1406,0.0,0,11.32592096027189,0.4170118757492238,0.4170118760564793,1.000002544462488,0.4170118760444298,1.000032237159656,0.0,-0.19120065630083571,0.34353565827375365,0.011635655337158038,0.4941897716831742,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.3072951885996031,-0.2711628957284014,-0.8080619247226483,-0.8779728603260027,,-0.5824770795181132,-0.7891516785247042,-1.2722595685032863,1.090366188454722,0.026603811979581456,-0.06811868879889821,0.0016759998791812268,0.061483142139538906,0.03915650059678679,-1.2722596338122318,slow,14,16
1711,2,212,8,9521022,Noel street,0.2,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,444.033,441.1963073,527.797,323.3672988,1.0,107715,9521022,0.2,cot,-1.6094379124341003,-1.6094379124341003,2.1972245773362196,30.400000000000002,-15.748836932376792,1753,1.0986122886681096,0,11.32592096027189,0.41701187550822066,0.41701187606210466,1.000001375968192,0.4170118760407231,1.000031068585405,0.4581343709538671,-0.7307125857078446,-1.2275869438666314,-0.8377671842753674,-1.1996774183036822,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.1790868919237964,-0.11628000975231736,-0.9462494733690487,-0.9721190548561767,,-0.5824770795181132,-0.7891516785247042,0.6944056476634518,1.090366188454722,0.02532921799366779,-0.06811856391396806,0.0016759861175567607,0.06140658128983048,0.03907998760280978,0.6944057637443128,fast,15,16
1712,2,212,8,9521025,Great Malborough St,0.1,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,137.941,134.3501783,389.856,190.5718175,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.1972245773362196,30.400000000000002,-15.748836932376792,19189,1.3862943611198906,0,11.32592096027189,0.41701187536223894,0.4170118760656094,1.0000317260245977,0.4169990702947602,1.0,0.5781012113347025,-0.7692491520940595,-1.7512944779134263,-0.898438815676262,-1.7642998149659677,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.42155393844245254,-0.4120471734033077,-0.9891781040064859,-1.0296902866256266,,-0.5824770795181132,-0.7891516785247042,1.2093956318839882,1.090366188454722,0.02455716409417157,-0.06811848610689906,-0.04586705494123651,0.06339514564576167,0.03704575615701439,1.209395794594751,fast,16,16
1713,2,212,8,25471100,Exeter street,,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,62.745,62.74509401,2568.335,1330.220578,,107715,9521022,9.0,ipt,2.1972245773362196,,2.1972245773362196,30.400000000000002,-15.748836932376792,43144,1.0986122886681096,0,11.32592096027189,0.41701185488896547,0.4170118765577121,1.0003126041560864,0.4170118757201466,1.0003423020552766,0.45813434830129995,2.660505256279068,1.6485378985594386,,,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.4811195331983327,-0.48106688941687814,-0.3112134644691946,-0.5356148686655137,,-0.5824770795181132,-0.7891516785247042,0.6944056476634518,1.090366188454722,-0.08371988517091981,-0.0681075612061874,0.0016747959344771324,0.08179854606038621,0.05945815748544731,0.6944056665020564,slow,9,16
1714,2,212,8,1614846702,Burleigh street,2.3,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,44.374,44.37013768,2523.961,1286.945262,0.0,107715,9521022,2.3,cot,0.8329091229351039,0.8329091229351039,2.1972245773362196,30.400000000000002,-15.748836932376792,43145,0.0,0,11.32592096027189,0.41701187269978807,0.4170118761284229,0.9999336857785728,0.41701187599702444,0.9999633758523497,0.0,0.07855530840266858,0.6177289992010881,0.43633707514342057,0.7898045781132788,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.4956718969046505,-0.498778400830258,-0.32502310087828,-0.5543761489661875,,-0.5824770795181132,-0.7891516785247042,-1.2722595685032863,1.090366188454722,0.010476253945673397,-0.06811709161951478,0.0016758238804646642,0.05697145614461958,0.034647771444985175,-1.2722596338122318,slow,10,16
1720,2,212,8,5932959891,Cranbourn street,2.2,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,143.35,143.2394214,1583.26,885.7276105,0.0,107715,9521022,2.2,cot,0.7884573603642703,0.7884573603642703,2.1972245773362196,30.400000000000002,-15.748836932376792,1367,0.0,0,11.32592096027189,0.41701187009113405,0.41701187618999935,1.000000805431188,0.4170118759564713,1.000030497002564,0.0,0.04001874201645381,0.5841434583334202,0.37566544374252614,0.753595153300598,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.4172692650285136,-0.40347888470675675,-0.6177787411104646,-0.7283172663775439,,-0.5824770795181132,-0.7891516785247042,-1.2722595685032863,1.090366188454722,-0.0033201406454089915,-0.06811572459431886,0.0016756733216073648,0.06136919916655199,0.039042562925310005,-1.2722596338122318,slow,11,16
1721,2,212,8,107790,Charing Cross road,0.1,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,103.513,102.9977872,1479.747,816.5866474,0.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.1972245773362196,30.400000000000002,-15.748836932376792,1364,0.6931471805599453,0,11.32592096027189,0.4170118755106182,0.41701187606211076,1.000001716903435,0.41701187604072043,1.0000314095307286,0.2890506057701999,-0.7692491520940595,-1.7512944779134263,-0.898438815676262,-1.7642998149659677,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.44882565896289833,-0.44226755721438576,-0.6499930308660343,-0.7582921598936917,,-0.5824770795181132,-0.7891516785247042,-0.031431968309649005,1.090366188454722,0.025341897798319843,-0.06811856377840708,0.001675986107664318,0.06142891968889976,0.039102311171436366,-0.031431919167234694,fast,12,16
1722,2,212,8,107792,Shaftsbury avenue,0.9,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,225.735,223.0043365,1254.012,721.343502,1.0,107715,9521022,0.9,cot,-0.10536051565782628,-0.10536051565782628,2.1972245773362196,30.400000000000002,-15.748836932376792,1371,1.3862943611198906,0,11.32592096027189,0.41701179440339614,0.4170118779756062,0.9999882188695279,0.4170118747798599,1.000017895700784,0.5781010991019152,-0.4609566210043402,-0.09118087229478994,-0.4130657644691047,0.02551083658808935,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.35200899155700993,-0.32659395617637577,-0.7202440398984603,-0.7995832124550926,,-0.5824770795181132,-0.7891516785247042,1.2093956318839882,1.090366188454722,-0.40361005717134085,-0.06807608332098802,0.0016713049946715398,0.060544515760815674,0.038217486276188366,1.20939531280523,fast,13,16
1723,2,212,8,9512924,Wardour street,1.6,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,282.182,280.5117559,971.83,540.5276553,1.0,107715,9521022,1.6,cot,0.47000362924573563,0.47000362924573563,2.1972245773362196,30.400000000000002,-15.748836932376792,1406,0.0,0,11.32592096027189,0.4170118757492238,0.4170118760564793,1.000002544462488,0.4170118760444298,1.000032237159656,0.0,-0.19120065630083571,0.34353565827375365,0.011635655337158038,0.4941897716831742,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.3072951885996031,-0.2711628957284014,-0.8080619247226483,-0.8779728603260027,,-0.5824770795181132,-0.7891516785247042,-1.2722595685032863,1.090366188454722,0.026603811979581456,-0.06811868879889821,0.0016759998791812268,0.061483142139538906,0.03915650059678679,-1.2722596338122318,slow,14,16
1724,2,212,8,9521022,Noel street,0.2,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,444.033,441.1963073,527.797,323.3672988,1.0,107715,9521022,0.2,cot,-1.6094379124341003,-1.6094379124341003,2.1972245773362196,30.400000000000002,-15.748836932376792,1753,1.0986122886681096,0,11.32592096027189,0.41701187550822066,0.41701187606210466,1.000001375968192,0.4170118760407231,1.000031068585405,0.4581343709538671,-0.7307125857078446,-1.2275869438666314,-0.8377671842753674,-1.1996774183036822,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.1790868919237964,-0.11628000975231736,-0.9462494733690487,-0.9721190548561767,,-0.5824770795181132,-0.7891516785247042,0.6944056476634518,1.090366188454722,0.02532921799366779,-0.06811856391396806,0.0016759861175567607,0.06140658128983048,0.03907998760280978,0.6944057637443128,fast,15,16
1725,2,212,8,9521025,Great Malborough St,0.1,0.0,9.0,1375.268833,2631.08,1.91313868,17,11,1250.225935,1963.197178,137.941,134.3501783,389.856,190.5718175,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.1972245773362196,30.400000000000002,-15.748836932376792,19189,1.3862943611198906,0,11.32592096027189,0.41701187536223894,0.4170118760656094,1.0000317260245977,0.4169990702947602,1.0,0.5781012113347025,-0.7692491520940595,-1.7512944779134263,-0.898438815676262,-1.7642998149659677,-0.3077700409917956,-0.005233430695884674,-1.6285982211589682,-0.9992467982473784,-0.9754906837939663,0.0844286712815064,-0.42155393844245254,-0.4120471734033077,-0.9891781040064859,-1.0296902866256266,,-0.5824770795181132,-0.7891516785247042,1.2093956318839882,1.090366188454722,0.02455716409417157,-0.06811848610689906,-0.04586705494123651,0.06339514564576167,0.03704575615701439,1.209395794594751,fast,16,16
1729,2,214,8,25504190,cockspur street,0.1,0.0,21.0,1375.268833,2440.124,1.774288736,12,11,931.1753748,1807.258445,98.872,72.74316818,1545.656,1078.596312,0.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,3.044522437723423,14.6,-4.583685992924286,1357,0.6931471805599453,0,4.1588830833596715,0.4170120161387371,0.4170118727440857,1.001073588515577,0.417011878226869,1.0011033396930415,0.28905070324618404,-0.7712002205387721,-1.3098119220139466,-0.7493600030755454,-1.277633902897843,-0.6655678579148598,-0.21231019080899208,-0.2172669462520951,-0.9992467982473784,-1.0183848947271366,-0.0016473768348754644,-0.4525019705388072,-0.4714298050291096,-0.629481485229256,-0.6447023074464877,,-0.8420419756090872,-0.8396858874772257,-0.031431968309649005,-0.6112639422183549,0.7690821593096254,-0.06819222542488586,0.0016841024761083585,0.13165895990872215,0.10928748424729053,-0.031431500725272656,fast,2,6
1730,2,214,8,9791494,regent street,1.4,0.0,21.0,1375.268833,2440.124,1.774288736,12,11,931.1753748,1807.258445,1385.319,1160.671773,160.337,126.5900427,0.0,107715,9521022,1.4,cot,0.3364722366212129,0.3364722366212129,3.044522437723423,14.6,-4.583685992924286,1735,0.6931471805599453,0,4.1588830833596715,0.41701187502743603,0.4170118760735081,1.0000022768073187,0.4170118760332091,1.000031969359531,0.28905060543528355,-0.12745411132681625,0.47356136000131926,-0.11423028919903493,0.49798256138290325,-0.6655678579148598,-0.21231019080899208,-0.2172669462520951,-0.9992467982473784,-1.0183848947271366,-0.0016473768348754644,0.5665413386387789,0.5772181239867739,-1.0606067320088488,-1.0574285014351357,,-0.8420419756090872,-0.8396858874772257,-0.031431968309649005,-0.6112639422183549,0.022786491173514053,-0.06811831075261868,0.001675958220868114,0.0614656051200896,0.039138966247273005,-0.03143192060495358,slow,7,6
1731,2,214,8,2047806092,great marlborough street,0.1,0.0,21.0,1375.268833,2440.124,1.774288736,12,11,931.1753748,1807.258445,9.366,9.366083146,150.971,117.7677969,1.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,3.044522437723423,14.6,-4.583685992924286,19371,0.6931471805599453,0,4.1588830833596715,0.41701187639720755,0.4170118760411918,0.9999584647565976,0.41701187605450313,0.9999881562679174,0.2890506063847368,-0.7712002205387721,-1.3098119220139466,-0.7493600030755454,-1.277633902897843,-0.6655678579148598,-0.21231019080899208,-0.2172669462520951,-0.9992467982473784,-1.0183848947271366,-0.0016473768348754644,-0.5234030573548587,-0.5325186013651187,-1.0635215256854949,-1.0612532366799399,,-0.8420419756090872,-0.8396858874772257,-0.031431968309649005,-0.6112639422183549,0.030030805007045684,-0.06811902818935012,0.0016760372777672586,0.05859499818414458,0.03627028176949493,-0.031431916529169386,fast,22,6
1735,2,214,8,25504190,cockspur street,0.1,0.0,21.0,1375.268833,2440.124,1.774288736,12,11,931.1753748,1807.258445,98.872,72.74316818,1545.656,1078.596312,0.0,107715,9521022,0.1,cot,-2.3025850929940455,-2.3025850929940455,3.044522437723423,14.6,-4.583685992924286,1357,0.6931471805599453,0,4.1588830833596715,0.4170120161387371,0.4170118727440857,1.001073588515577,0.417011878226869,1.0011033396930415,0.28905070324618404,-0.7712002205387721,-1.3098119220139466,-0.7493600030755454,-1.277633902897843,-0.6655678579148598,-0.21231019080899208,-0.2172669462520951,-0.9992467982473784,-1.0183848947271366,-0.0016473768348754644,-0.4525019705388072,-0.4714298050291096,-0.629481485229256,-0.6447023074464877,,-0.8420419756090872,-0.8396858874772257,-0.031431968309649005,-0.6112639422183549,0.7690821593096254,-0.06819222542488586,0.0016841024761083585,0.13165895990872215,0.10928748424729053,-0.031431500725272656,fast,2,6
